"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds_";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"110";48;0,0560368312084565;1;-0,208176691729323;18;19;28;-37;41;1;7;-9;-16;29;29;21;-3;"hard";"gmo";"s";-8;-14;1;1;32;1;66,902;6,33333333333333;-0,175933493153174;-0,226544622425629;668;"conc";"disc";"1";-11
"111";48;0,0560368312084565;1;-0,208176691729323;18;19;28;-37;41;1;7;-9;-16;29;29;21;-3;"hard";"hom";"ns";-31;-26;-50;2;50;1;22,442;6,33333333333333;-0,175933493153174;-0,226544622425629;668;"disc";"neutr";"1";-28,5
"112";50;-0,233818241255312;0;0,0418233082706767;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"clim";"s";34;48;35;2;-49;0;147,056;4;-0,287044604264285;-0,226544622425629;1429;"conc";"neutr";"1";41
"113";50;-0,233818241255312;0;0,0418233082706767;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"gmo";"ns";26;31;26;3;-41;0;68,896;4;-0,287044604264285;-0,226544622425629;1429;"disc";"neutr";"1";28,5
"114";50;-0,233818241255312;0;0,0418233082706767;37;21;26;17;39;-15;21;21;-25;22;21;9;-29;"hard";"hom";"s";11;25;37;1;-4;0;57,773;4;-0,287044604264285;-0,226544622425629;1429;"conc";"neutr";"1";18
"115";52;-0,175847226762558;1;0,291823308270677;21;24;14;-15;26;-33;1;-13;-11;33;45;41;-36;"easy";"clim";"ns";-50;24;-50;3;50;1;292,835;2,66666666666667;0,490733173513493;0,773455377574371;2764;"disc";"disc";"0";-13
"116";52;-0,175847226762558;1;0,291823308270677;21;24;14;-15;26;-33;1;-13;-11;33;45;41;-36;"easy";"gmo";"s";-50;11;-50;2;50;1;254,083;2,66666666666667;0,490733173513493;0,773455377574371;2764;"conc";"conc";"0";-19,5
"117";52;-0,175847226762558;1;0,291823308270677;21;24;14;-15;26;-33;1;-13;-11;33;45;41;-36;"easy";"hom";"s";-50;11;-50;1;50;1;511,564;2,66666666666667;0,490733173513493;0,773455377574371;2764;"conc";"neutr";"0";-19,5
"118";53;-0,233818241255312;0;0,0418233082706767;22;34;32;-21;-30;-40;21;31;19;23;50;23;-20;"easy";"clim";"s";-9;-6;17;3;-22;0;104,919;NA;NA;NA;617;"conc";NA;"0";-7,5
"119";53;-0,233818241255312;0;0,0418233082706767;22;34;32;-21;-30;-40;21;31;19;23;50;23;-20;"easy";"gmo";"s";-8;-6;12;2;-9;1;119,848;NA;NA;NA;617;"conc";NA;"0";-7
"120";53;-0,233818241255312;0;0,0418233082706767;22;34;32;-21;-30;-40;21;31;19;23;50;23;-20;"easy";"hom";"ns";-29;-6;11;1;-17;0;123,783;NA;NA;NA;617;"disc";"neutr";"0";-17,5
"121";55;-0,0743979514002391;1;-0,208176691729323;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"clim";"s";-20;21;-19;1;22;1;69,071;3,66666666666667;0,0462887290690486;-0,226544622425629;604;"conc";"conc";"1";0,5
"122";55;-0,0743979514002391;1;-0,208176691729323;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"gmo";"s";30;29;22;2;-20;0;49,565;3,66666666666667;0,0462887290690486;-0,226544622425629;604;"conc";"conc";"1";29,5
"123";55;-0,0743979514002391;1;-0,208176691729323;31;32;21;-42;21;11;12;12;-20;13;19;20;-10;"hard";"hom";"ns";13;21;13;3;-12;0;25,001;3,66666666666667;0,0462887290690486;-0,226544622425629;604;"disc";"neutr";"1";17
"124";56;0,0560368312084565;0;-0,208176691729323;2;24;23;2;2;-32;43;30;-40;2;22;2;2;"hard";"clim";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;416;"disc";NA;"1";NA
"125";56;0,0560368312084565;0;-0,208176691729323;2;24;23;2;2;-32;43;30;-40;2;22;2;2;"hard";"gmo";"ns";NA;NA;NA;2;NA;0;56,715;NA;NA;NA;416;"disc";NA;"1";NA
"126";56;0,0560368312084565;0;-0,208176691729323;2;24;23;2;2;-32;43;30;-40;2;22;2;2;"hard";"hom";"ns";-21;-20;36;1;27;1;123,85;NA;NA;NA;416;"disc";"neutr";"1";-20,5
"127";57;0,200964367440341;0;0,291823308270677;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"clim";"ns";-50;10;-50;3;11;0;57,518;3;0,0462887290690486;0,106788710907704;911;"disc";"disc";"0";-20
"128";57;0,200964367440341;0;0,291823308270677;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"gmo";"ns";-49;11;-50;1;50;0;54,139;3;0,0462887290690486;0,106788710907704;911;"disc";"disc";"0";-19
"129";57;0,200964367440341;0;0,291823308270677;50;50;50;-50;50;-50;50;50;-50;11;50;10;-50;"easy";"hom";"s";-50;10;-50;2;50;0;56,14;3;0,0462887290690486;0,106788710907704;911;"conc";"neutr";"0";-20
"130";58;-0,262803748501688;1;0,291823308270677;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"clim";"ns";16;23;-37;1;40;1;203,601;4,33333333333333;0,379622062402382;0,106788710907704;2385;"conc";"conc";"0";19,5
"131";58;-0,262803748501688;1;0,291823308270677;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"gmo";"s";13;14;-48;2;50;1;144,768;4,33333333333333;0,379622062402382;0,106788710907704;2385;"disc";"disc";"0";13,5
"132";58;-0,262803748501688;1;0,291823308270677;-47;50;36;-29;-43;-47;50;36;-38;36;36;12;15;"easy";"hom";"s";21;11;-42;3;50;1;224,901;4,33333333333333;0,379622062402382;0,106788710907704;2385;"disc";"neutr";"0";16
"133";59;0,273428135556283;0;-0,208176691729323;30;31;38;50;27;22;10;26;28;30;35;25;24;"easy";"clim";"s";38;44;44;3;-45;1;67,214;7;-0,0648223820420625;0,106788710907704;813;"conc";"disc";"0";41
"134";59;0,273428135556283;0;-0,208176691729323;30;31;38;50;27;22;10;26;28;30;35;25;24;"easy";"gmo";"ns";13;26;14;1;-19;0;49,001;7;-0,0648223820420625;0,106788710907704;813;"disc";"conc";"0";19,5
"135";59;0,273428135556283;0;-0,208176691729323;30;31;38;50;27;22;10;26;28;30;35;25;24;"easy";"hom";"s";24;36;26;2;-41;0;76,532;7;-0,0648223820420625;0,106788710907704;813;"conc";"neutr";"0";30
"136";60;0,200964367440341;0;0,0418233082706767;42;42;40;34;48;-44;-44;41;31;34;31;8;10;"easy";"clim";"ns";21;17;13;1;11;0;111,27;3;0,15739984018016;0,106788710907704;1414;"disc";"disc";"0";19
"137";60;0,200964367440341;0;0,0418233082706767;42;42;40;34;48;-44;-44;41;31;34;31;8;10;"easy";"gmo";"ns";32;30;22;2;12;1;140,408;3;0,15739984018016;0,106788710907704;1414;"disc";"disc";"0";31
"138";60;0,200964367440341;0;0,0418233082706767;42;42;40;34;48;-44;-44;41;31;34;31;8;10;"easy";"hom";"s";31;30;31;3;19;1;150,589;3;0,15739984018016;0,106788710907704;1414;"conc";"neutr";"0";30,5
"139";62;0,302413642802659;0;0,291823308270677;50;50;42;-10;50;-50;50;50;-41;31;31;11;-20;"easy";"clim";"s";42;31;20;2;1;1;282,324;3;-0,0648223820420625;-0,226544622425629;2455;"conc";"conc";"0";36,5
"140";62;0,302413642802659;0;0,291823308270677;50;50;42;-10;50;-50;50;50;-41;31;31;11;-20;"easy";"gmo";"s";-42;-30;-50;3;50;1;79,215;3;-0,0648223820420625;-0,226544622425629;2455;"conc";"conc";"0";-36
"141";62;0,302413642802659;0;0,291823308270677;50;50;42;-10;50;-50;50;50;-41;31;31;11;-20;"easy";"hom";"s";-50;-41;-50;1;50;0;122,53;3;-0,0648223820420625;-0,226544622425629;2455;"conc";"neutr";"0";-45,5
"142";63;0,244442628309906;0;0,291823308270677;-29;30;12;-17;16;-24;34;14;-31;19;18;10;36;"hard";"clim";"s";-34;-31;-14;1;38;0;130,398;2;-0,287044604264285;-0,226544622425629;1639;"disc";"conc";"1";-32,5
"143";63;0,244442628309906;0;0,291823308270677;-29;30;12;-17;16;-24;34;14;-31;19;18;10;36;"hard";"gmo";"ns";14;10;13;2;-10;0;169,374;2;-0,287044604264285;-0,226544622425629;1639;"conc";"disc";"1";12
"144";63;0,244442628309906;0;0,291823308270677;-29;30;12;-17;16;-24;34;14;-31;19;18;10;36;"hard";"hom";"s";-9;-11;-13;3;-9;1;129,9;2;-0,287044604264285;-0,226544622425629;1639;"disc";"neutr";"1";-10
"145";66;0,302413642802659;0;-0,208176691729323;50;31;-20;-22;50;50;43;42;31;32;31;30;-10;"hard";"clim";"s";-10;-10;-11;3;42;0;129,355;2,66666666666667;-0,175933493153174;-0,226544622425629;3353;"conc";"conc";"1";-10
"146";66;0,302413642802659;0;-0,208176691729323;50;31;-20;-22;50;50;43;42;31;32;31;30;-10;"hard";"gmo";"ns";-31;-32;-32;2;50;0;129,254;2,66666666666667;-0,175933493153174;-0,226544622425629;3353;"disc";"disc";"1";-31,5
"147";66;0,302413642802659;0;-0,208176691729323;50;31;-20;-22;50;50;43;42;31;32;31;30;-10;"hard";"hom";"ns";-31;-31;-32;1;50;0;124,802;2,66666666666667;-0,175933493153174;-0,226544622425629;3353;"disc";"neutr";"1";-31
"148";67;-0,103383458646616;0;0,291823308270677;20;21;-21;-20;-31;-31;32;31;-41;10;-10;-10;-31;"hard";"clim";"ns";-31;21;-50;2;30;0;40,401;2,33333333333333;0,379622062402382;0,773455377574371;808;"disc";"disc";"1";-5
"149";67;-0,103383458646616;0;0,291823308270677;20;21;-21;-20;-31;-31;32;31;-41;10;-10;-10;-31;"hard";"gmo";"s";-31;20;-50;3;32;1;67,469;2,33333333333333;0,379622062402382;0,773455377574371;808;"conc";"conc";"1";-5,5
"150";67;-0,103383458646616;0;0,291823308270677;20;21;-21;-20;-31;-31;32;31;-41;10;-10;-10;-31;"hard";"hom";"ns";10;-31;-50;1;41;1;97,062;2,33333333333333;0,379622062402382;0,773455377574371;808;"disc";"neutr";"1";-10,5
"151";69;0,128500599324399;0;-0,208176691729323;10;16;20;-11;33;-22;36;21;-12;18;22;21;-18;"hard";"clim";"s";-20;-15;2;3;18;1;24,73;3;-0,0648223820420625;-0,226544622425629;721;"conc";"conc";"1";-17,5
"152";69;0,128500599324399;0;-0,208176691729323;10;16;20;-11;33;-22;36;21;-12;18;22;21;-18;"hard";"gmo";"s";-11;2;2;2;14;1;35,85;3;-0,0648223820420625;-0,226544622425629;721;"conc";"conc";"1";-4,5
"153";69;0,128500599324399;0;-0,208176691729323;10;16;20;-11;33;-22;36;21;-12;18;22;21;-18;"hard";"hom";"s";2;2;-46;1;31;0;48,5;3;-0,0648223820420625;-0,226544622425629;721;"conc";"neutr";"1";2
"154";70;-0,0164269369074855;0;0,291823308270677;41;29;24;23;29;-50;44;26;23;20;22;22;21;"easy";"clim";"s";10;10;11;3;11;0;1576,213;NA;-0,175933493153174;-0,226544622425629;2950;"conc";NA;"0";10
"155";70;-0,0164269369074855;0;0,291823308270677;41;29;24;23;29;-50;44;26;23;20;22;22;21;"easy";"gmo";"s";10;9;10;1;10;1;232,847;NA;-0,175933493153174;-0,226544622425629;2950;"conc";NA;"0";9,5
"156";70;-0,0164269369074855;0;0,291823308270677;41;29;24;23;29;-50;44;26;23;20;22;22;21;"easy";"hom";"ns";10;12;9;2;10;0;217,362;NA;-0,175933493153174;-0,226544622425629;2950;"disc";"neutr";"0";11
"157";71;-0,219325487632123;1;0,291823308270677;16;10;16;16;14;13;15;18;13;14;16;22;16;"easy";"clim";"ns";17;15;19;1;15;0;20,589;NA;-0,398155715375396;-0,226544622425629;319;"disc";NA;"0";16
"158";71;-0,219325487632123;1;0,291823308270677;16;10;16;16;14;13;15;18;13;14;16;22;16;"easy";"gmo";"ns";17;20;14;3;19;1;5,949;NA;-0,398155715375396;-0,226544622425629;319;"disc";NA;"0";18,5
"159";71;-0,219325487632123;1;0,291823308270677;16;10;16;16;14;13;15;18;13;14;16;22;16;"easy";"hom";"ns";18;16;17;2;17;1;3,601;NA;-0,398155715375396;-0,226544622425629;319;"disc";"neutr";"0";17
"160";72;0,244442628309906;0;0,0418233082706767;9;1;-1;0;0;-31;13;0;-1;0;0;-1;-1;"easy";"clim";"s";10;19;-23;1;-2;0;180,715;6;-0,0648223820420625;-0,226544622425629;1134;"conc";"disc";"0";14,5
"161";72;0,244442628309906;0;0,0418233082706767;9;1;-1;0;0;-31;13;0;-1;0;0;-1;-1;"easy";"gmo";"ns";10;0;9;2;-6;0;174,3;6;-0,0648223820420625;-0,226544622425629;1134;"disc";"conc";"0";5
"162";72;0,244442628309906;0;0,0418233082706767;9;1;-1;0;0;-31;13;0;-1;0;0;-1;-1;"easy";"hom";"s";1;5;0;3;-7;1;75,26;6;-0,0648223820420625;-0,226544622425629;1134;"conc";"neutr";"0";3
"163";73;0,0995150920780217;0;-0,208176691729323;42;41;41;10;42;22;20;-10;-10;22;20;10;11;"hard";"clim";"ns";42;42;21;3;-41;1;217,59;3,66666666666667;0,268510951291271;0,440122044241037;1313;"disc";"disc";"1";42
"164";73;0,0995150920780217;0;-0,208176691729323;42;41;41;10;42;22;20;-10;-10;22;20;10;11;"hard";"gmo";"ns";21;20;1;2;10;0;74,961;3,66666666666667;0,268510951291271;0,440122044241037;1313;"disc";"disc";"1";20,5
"165";73;0,0995150920780217;0;-0,208176691729323;42;41;41;10;42;22;20;-10;-10;22;20;10;11;"hard";"hom";"ns";20;20;1;1;10;0;93,256;3,66666666666667;0,268510951291271;0,440122044241037;1313;"disc";"neutr";"1";20
"166";75;0,11400784570121;1;-0,208176691729323;10;26;21;36;42;-8;26;20;34;32;39;24;32;"easy";"clim";"ns";11;11;7;1;47;0;66,979;6;0,0462887290690486;-0,226544622425629;1272;"disc";"conc";"0";11
"167";75;0,11400784570121;1;-0,208176691729323;10;26;21;36;42;-8;26;20;34;32;39;24;32;"easy";"gmo";"ns";26;27;34;2;33;0;110,576;6;0,0462887290690486;-0,226544622425629;1272;"disc";"conc";"0";26,5
"168";75;0,11400784570121;1;-0,208176691729323;10;26;21;36;42;-8;26;20;34;32;39;24;32;"easy";"hom";"ns";40;37;32;3;33;1;68,576;6;0,0462887290690486;-0,226544622425629;1272;"disc";"neutr";"0";38,5
"169";76;0,0850223384548334;0;-0,458176691729323;31;31;30;20;21;11;1;1;9;1;1;1;1;"hard";"clim";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;118;"conc";NA;"1";NA
"170";76;0,0850223384548334;0;-0,458176691729323;31;31;30;20;21;11;1;1;9;1;1;1;1;"hard";"gmo";"ns";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;118;"disc";NA;"1";NA
"171";76;0,0850223384548334;0;-0,458176691729323;31;31;30;20;21;11;1;1;9;1;1;1;1;"hard";"hom";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;118;"disc";"neutr";"1";NA
"172";79;-0,219325487632123;1;-0,708176691729323;18;24;14;17;16;18;15;14;21;16;22;21;22;"hard";"clim";"ns";16;20;16;3;25;1;3,032;5,33333333333333;-0,287044604264285;-0,226544622425629;402;"disc";"conc";"1";18
"173";79;-0,219325487632123;1;-0,708176691729323;18;24;14;17;16;18;15;14;21;16;22;21;22;"hard";"gmo";"s";16;20;25;1;17;1;4,277;5,33333333333333;-0,287044604264285;-0,226544622425629;402;"conc";"disc";"1";18
"174";79;-0,219325487632123;1;-0,708176691729323;18;24;14;17;16;18;15;14;21;16;22;21;22;"hard";"hom";"s";17;18;18;2;19;1;2,728;5,33333333333333;-0,287044604264285;-0,226544622425629;402;"conc";"neutr";"1";17,5
"175";80;0,229949874686717;0;-0,208176691729323;13;12;19;13;22;-19;12;11;8;17;14;16;15;"hard";"clim";"ns";43;43;27;3;17;0;103,9;NA;NA;NA;1115;"disc";NA;"1";43
"176";80;0,229949874686717;0;-0,208176691729323;13;12;19;13;22;-19;12;11;8;17;14;16;15;"hard";"gmo";"ns";37;39;19;2;15;1;101,1;NA;NA;NA;1115;"disc";NA;"1";38
"177";80;0,229949874686717;0;-0,208176691729323;13;12;19;13;22;-19;12;11;8;17;14;16;15;"hard";"hom";"ns";32;32;22;1;15;1;156,649;NA;NA;NA;1115;"disc";"neutr";"1";32
"178";81;-0,146861719516181;1;-0,208176691729323;-28;31;-28;13;-32;-15;20;18;34;42;42;26;27;"easy";"clim";"s";-30;10;-28;1;47;1;327,047;4;0,379622062402382;0,773455377574371;1938;"disc";"neutr";"0";-10
"179";81;-0,146861719516181;1;-0,208176691729323;-28;31;-28;13;-32;-15;20;18;34;42;42;26;27;"easy";"gmo";"s";-28;-10;-36;3;43;0;242,143;4;0,379622062402382;0,773455377574371;1938;"disc";"neutr";"0";-19
"180";81;-0,146861719516181;1;-0,208176691729323;-28;31;-28;13;-32;-15;20;18;34;42;42;26;27;"easy";"hom";"s";-17;13;-37;2;42;0;200,53;4;0,379622062402382;0,773455377574371;1938;"disc";"neutr";"0";-2
"181";82;-0,146861719516181;1;-0,208176691729323;-37;35;-25;14;-35;-27;21;12;48;32;35;-22;35;"hard";"clim";"s";44;36;-25;1;45;1;160,201;NA;NA;NA;528;"disc";NA;"1";40
"182";82;-0,146861719516181;1;-0,208176691729323;-37;35;-25;14;-35;-27;21;12;48;32;35;-22;35;"hard";"gmo";"ns";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;528;"conc";NA;"1";NA
"183";82;-0,146861719516181;1;-0,208176691729323;-37;35;-25;14;-35;-27;21;12;48;32;35;-22;35;"hard";"hom";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;528;"disc";"neutr";"1";NA
"184";83;0,186471613817152;0;0,0418233082706767;6;19;19;10;-4;7;17;15;11;4;5;7;14;"hard";"clim";"ns";9;7;5;2;-5;1;312,613;4,33333333333333;-0,0648223820420625;0,106788710907704;2524;"disc";"conc";"1";8
"185";83;0,186471613817152;0;0,0418233082706767;6;19;19;10;-4;7;17;15;11;4;5;7;14;"hard";"gmo";"s";8;7;17;1;-8;0;383,587;4,33333333333333;-0,0648223820420625;0,106788710907704;2524;"conc";"disc";"1";7,5
"186";83;0,186471613817152;0;0,0418233082706767;6;19;19;10;-4;7;17;15;11;4;5;7;14;"hard";"hom";"ns";7;6;4;3;-3;0;126,133;4,33333333333333;-0,0648223820420625;0,106788710907704;2524;"disc";"neutr";"1";6,5
"187";84;-0,204832734008935;0;0,291823308270677;44;48;33;-50;50;-6;45;19;-45;-7;42;-49;-38;"hard";"clim";"ns";-38;-14;-50;3;36;0;67,019;3;-0,175933493153174;0,106788710907704;1229;"disc";"disc";"1";-26
"188";84;-0,204832734008935;0;0,291823308270677;44;48;33;-50;50;-6;45;19;-45;-7;42;-49;-38;"hard";"gmo";"s";-45;-5;-50;2;41;0;87,201;3;-0,175933493153174;0,106788710907704;1229;"conc";"conc";"1";-25
"189";84;-0,204832734008935;0;0,291823308270677;44;48;33;-50;50;-6;45;19;-45;-7;42;-49;-38;"hard";"hom";"ns";-50;14;-50;1;50;0;65,455;3;-0,175933493153174;0,106788710907704;1229;"disc";"neutr";"1";-18
"190";86;0,070529584831645;0;0,0418233082706767;19;-50;22;22;50;-50;-6;28;41;35;9;32;22;"easy";"clim";"s";12;15;16;3;17;0;74,654;NA;NA;NA;806;"conc";NA;"0";13,5
"191";86;0,070529584831645;0;0,0418233082706767;19;-50;22;22;50;-50;-6;28;41;35;9;32;22;"easy";"gmo";"s";15;21;-21;2;35;1;78,935;NA;NA;NA;806;"conc";NA;"0";18
"192";86;0,070529584831645;0;0,0418233082706767;19;-50;22;22;50;-50;-6;28;41;35;9;32;22;"easy";"hom";"s";11;10;-38;1;21;0;246,75;NA;NA;NA;806;"conc";"neutr";"0";10,5
"193";88;-0,0454124441538623;1;-0,208176691729323;32;26;32;-20;17;13;21;2;-15;31;40;24;-8;"easy";"clim";"ns";19;27;21;2;25;0;31,762;6;0,0462887290690486;0,106788710907704;551;"disc";"conc";"0";23
"194";88;-0,0454124441538623;1;-0,208176691729323;32;26;32;-20;17;13;21;2;-15;31;40;24;-8;"easy";"gmo";"s";20;35;26;3;27;1;13,501;6;0,0462887290690486;0,106788710907704;551;"conc";"disc";"0";27,5
"195";88;-0,0454124441538623;1;-0,208176691729323;32;26;32;-20;17;13;21;2;-15;31;40;24;-8;"easy";"hom";"ns";12;32;18;1;17;1;78,04;6;0,0462887290690486;0,106788710907704;551;"disc";"neutr";"0";22
"196";89;-0,16135447313937;1;-0,458176691729323;0;6;-4;-1;-8;-29;18;6;1;8;9;-9;0;"hard";"clim";"ns";20;6;20;2;16;1;36,572;NA;-0,0648223820420625;-0,226544622425629;801;"neutr";NA;"1";13
"197";89;-0,16135447313937;1;-0,458176691729323;0;6;-4;-1;-8;-29;18;6;1;8;9;-9;0;"hard";"gmo";"ns";14;12;17;3;17;0;100,201;NA;-0,0648223820420625;-0,226544622425629;801;"neutr";NA;"1";13
"198";89;-0,16135447313937;1;-0,458176691729323;0;6;-4;-1;-8;-29;18;6;1;8;9;-9;0;"hard";"hom";"s";3;8;5;1;26;1;111,803;NA;-0,0648223820420625;-0,226544622425629;801;"neutr";"neutr";"1";5,5
"199";90;0,0995150920780217;0;0,291823308270677;34;37;50;47;44;23;28;50;50;50;43;22;50;"hard";"clim";"s";-28;11;9;1;-9;1;122,087;3,33333333333333;-0,0648223820420625;-0,226544622425629;915;"conc";"conc";"1";-8,5
"200";90;0,0995150920780217;0;0,291823308270677;34;37;50;47;44;23;28;50;50;50;43;22;50;"hard";"gmo";"ns";-31;-29;-7;3;50;0;44,581;3,33333333333333;-0,0648223820420625;-0,226544622425629;915;"disc";"disc";"1";-30
"201";90;0,0995150920780217;0;0,291823308270677;34;37;50;47;44;23;28;50;50;50;43;22;50;"hard";"hom";"s";12;-22;-36;2;7;0;47,621;3,33333333333333;-0,0648223820420625;-0,226544622425629;915;"conc";"neutr";"1";-5
"202";91;-0,103383458646616;0;-0,208176691729323;46;50;43;-50;50;2;2;33;2;14;-9;1;9;"hard";"clim";"s";35;34;31;3;-50;0;82,285;NA;NA;NA;827;"conc";NA;"1";34,5
"203";91;-0,103383458646616;0;-0,208176691729323;46;50;43;-50;50;2;2;33;2;14;-9;1;9;"hard";"gmo";"s";27;33;28;1;-50;1;238,803;NA;NA;NA;827;"conc";NA;"1";30
"204";91;-0,103383458646616;0;-0,208176691729323;46;50;43;-50;50;2;2;33;2;14;-9;1;9;"hard";"hom";"ns";-39;-38;-50;2;50;0;76,901;NA;NA;NA;827;"disc";"neutr";"1";-38,5
"205";93;0,186471613817152;0;0,0418233082706767;27;32;25;24;31;-14;25;26;21;13;30;26;22;"easy";"clim";"ns";-15;14;-25;1;27;0;64,866;2,33333333333333;-0,175933493153174;-0,226544622425629;658;"disc";"disc";"0";-0,5
"206";93;0,186471613817152;0;0,0418233082706767;27;32;25;24;31;-14;25;26;21;13;30;26;22;"easy";"gmo";"ns";-19;-16;-33;2;28;1;55,767;2,33333333333333;-0,175933493153174;-0,226544622425629;658;"disc";"disc";"0";-17,5
"207";93;0,186471613817152;0;0,0418233082706767;27;32;25;24;31;-14;25;26;21;13;30;26;22;"easy";"hom";"s";16;18;-8;3;-9;1;74,229;2,33333333333333;-0,175933493153174;-0,226544622425629;658;"conc";"neutr";"0";17
"208";95;0,0560368312084565;0;-0,208176691729323;-13;32;12;-18;1;-8;-6;-8;-7;11;50;22;24;"hard";"clim";"ns";41;42;41;3;40;0;46,103;6;-0,287044604264285;-0,226544622425629;911;"conc";"conc";"1";41,5
"209";95;0,0560368312084565;0;-0,208176691729323;-13;32;12;-18;1;-8;-6;-8;-7;11;50;22;24;"hard";"gmo";"s";22;20;23;1;18;0;169,91;6;-0,287044604264285;-0,226544622425629;911;"disc";"disc";"1";21
"210";95;0,0560368312084565;0;-0,208176691729323;-13;32;12;-18;1;-8;-6;-8;-7;11;50;22;24;"hard";"hom";"ns";21;22;19;2;20;0;13,269;6;-0,287044604264285;-0,226544622425629;911;"conc";"neutr";"1";21,5
"211";96;0,0270513239620797;1;0,0418233082706767;-50;50;2;-50;2;0;50;2;-29;50;50;30;23;"easy";"clim";"ns";2;2;2;3;2;1;38,027;NA;NA;NA;405;"conc";NA;"0";2
"212";96;0,0270513239620797;1;0,0418233082706767;-50;50;2;-50;2;0;50;2;-29;50;50;30;23;"easy";"gmo";"s";2;2;2;2;2;1;41,497;NA;NA;NA;405;"disc";NA;"0";2
"213";96;0,0270513239620797;1;0,0418233082706767;-50;50;2;-50;2;0;50;2;-29;50;50;30;23;"easy";"hom";"ns";2;2;0;1;2;0;93,982;NA;NA;NA;405;"conc";"neutr";"0";2
"214";97;0,0270513239620797;1;0,0418233082706767;50;50;50;-50;50;-27;-50;-50;-50;-29;-50;-26;-50;"easy";"clim";"ns";-30;12;-50;2;49;0;150,616;5,33333333333333;0,268510951291271;0,440122044241037;3591;"disc";"conc";"0";-9
"215";97;0,0270513239620797;1;0,0418233082706767;50;50;50;-50;50;-27;-50;-50;-50;-29;-50;-26;-50;"easy";"gmo";"ns";-9;12;-50;1;50;0;584,594;5,33333333333333;0,268510951291271;0,440122044241037;3591;"disc";"conc";"0";1,5
"216";97;0,0270513239620797;1;0,0418233082706767;50;50;50;-50;50;-27;-50;-50;-50;-29;-50;-26;-50;"easy";"hom";"s";-10;-31;-50;3;49;1;149,353;5,33333333333333;0,268510951291271;0,440122044241037;3591;"conc";"neutr";"0";-20,5
"217";100;0,215457121063529;0;0,0418233082706767;11;24;14;21;47;-10;-14;-17;-12;20;21;12;21;"easy";"clim";"s";17;10;19;3;38;0;94,447;5;-0,175933493153174;-0,226544622425629;1964;"conc";"disc";"0";13,5
"218";100;0,215457121063529;0;0,0418233082706767;11;24;14;21;47;-10;-14;-17;-12;20;21;12;21;"easy";"gmo";"ns";25;22;25;2;22;0;23,314;5;-0,175933493153174;-0,226544622425629;1964;"disc";"conc";"0";23,5
"219";100;0,215457121063529;0;0,0418233082706767;11;24;14;21;47;-10;-14;-17;-12;20;21;12;21;"easy";"hom";"s";23;5;17;1;40;0;215,954;5;-0,175933493153174;-0,226544622425629;1964;"conc";"neutr";"0";14
"220";101;0,229949874686717;0;-0,208176691729323;20;15;17;13;23;-16;17;15;7;10;11;12;10;"hard";"clim";"s";41;34;23;3;12;1;19,547;NA;-0,398155715375396;-0,226544622425629;717;"conc";NA;"1";37,5
"221";101;0,229949874686717;0;-0,208176691729323;20;15;17;13;23;-16;17;15;7;10;11;12;10;"hard";"gmo";"s";26;25;19;1;17;0;21,784;NA;-0,398155715375396;-0,226544622425629;717;"conc";NA;"1";25,5
"222";101;0,229949874686717;0;-0,208176691729323;20;15;17;13;23;-16;17;15;7;10;11;12;10;"hard";"hom";"ns";11;33;22;2;13;1;32,8;NA;-0,398155715375396;-0,226544622425629;717;"disc";"neutr";"1";22
"223";102;0,171978860193964;0;0,0418233082706767;23;12;42;19;32;-9;29;50;-25;42;50;33;38;"hard";"clim";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;477;"conc";NA;"1";NA
"224";102;0,171978860193964;0;0,0418233082706767;23;12;42;19;32;-9;29;50;-25;42;50;33;38;"hard";"gmo";"s";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;477;"conc";NA;"1";NA
