"";"subj.id";"age_s_c";"gender";"educ_s_c";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"prior.climate.act";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"condition";"topic";"version";"diff";"eff";"frustr";"order";"percc";"resp";"rt";"ideology";"num_c";"crt_c";"Duration__in_seconds_";"prior.conc";"ideology.conc";"condition.binary";"eff.index"
"273";127;0,157486106570775;1;-0,208176691729323;31;34;36;33;29;12;13;15;15;33;33;29;33;"easy";"hom";"ns";12;10;-48;2;12;1;27,359;NA;NA;NA;309;"disc";"neutr";"0";11
"274";128;-0,33526751661763;0;0,291823308270677;9;-7;22;9;25;17;-17;18;-16;16;-19;22;-18;"easy";"clim";"ns";-3;12;21;1;-8;0;3,234;4,33333333333333;0,0462887290690486;-0,226544622425629;847;"disc";"conc";"0";4,5
"275";128;-0,33526751661763;0;0,291823308270677;9;-7;22;9;25;17;-17;18;-16;16;-19;22;-18;"easy";"gmo";"s";21;-7;-5;2;16;1;2,448;4,33333333333333;0,0462887290690486;-0,226544622425629;847;"conc";"disc";"0";7
"276";128;-0,33526751661763;0;0,291823308270677;9;-7;22;9;25;17;-17;18;-16;16;-19;22;-18;"easy";"hom";"s";-12;17;13;3;-5;1;7,8;4,33333333333333;0,0462887290690486;-0,226544622425629;847;"conc";"neutr";"0";2,5
"277";129;0,331399150049036;0;0,0418233082706767;-28;46;36;-28;33;-46;50;50;-47;33;35;24;13;"hard";"clim";"s";-27;16;-47;3;41;1;41,806;6,66666666666667;-0,175933493153174;0,106788710907704;1105;"disc";"disc";"1";-5,5
"278";129;0,331399150049036;0;0,0418233082706767;-28;46;36;-28;33;-46;50;50;-47;33;35;24;13;"hard";"gmo";"ns";-37;23;-37;1;38;0;29,752;6,66666666666667;-0,175933493153174;0,106788710907704;1105;"conc";"conc";"1";-7
"279";129;0,331399150049036;0;0,0418233082706767;-28;46;36;-28;33;-46;50;50;-47;33;35;24;13;"hard";"hom";"ns";-19;32;-29;2;38;1;41,089;6,66666666666667;-0,175933493153174;0,106788710907704;1105;"conc";"neutr";"1";6,5
"280";130;0,331399150049036;0;0,0418233082706767;-20;33;14;21;14;-49;-48;45;-50;49;31;31;24;"hard";"clim";"s";-31;23;-41;3;23;1;98,591;NA;-0,175933493153174;-0,226544622425629;1083;"disc";NA;"1";-4
"281";130;0,331399150049036;0;0,0418233082706767;-20;33;14;21;14;-49;-48;45;-50;49;31;31;24;"hard";"gmo";"ns";-37;24;-48;1;35;0;180,895;NA;-0,175933493153174;-0,226544622425629;1083;"conc";NA;"1";-6,5
"282";130;0,331399150049036;0;0,0418233082706767;-20;33;14;21;14;-49;-48;45;-50;49;31;31;24;"hard";"hom";"ns";-28;25;-47;2;42;0;99,46;NA;-0,175933493153174;-0,226544622425629;1083;"conc";"neutr";"1";-1,5
"283";131;0,258935381933094;0;0,0418233082706767;18;29;15;-24;39;21;16;8;-17;20;22;11;-23;"easy";"clim";"ns";12;16;-7;2;28;0;127,003;NA;NA;NA;746;"disc";NA;"0";14
"284";131;0,258935381933094;0;0,0418233082706767;18;29;15;-24;39;21;16;8;-17;20;22;11;-23;"easy";"gmo";"s";12;16;-22;3;17;0;141,851;NA;NA;NA;746;"conc";NA;"0";14
"285";131;0,258935381933094;0;0,0418233082706767;18;29;15;-24;39;21;16;8;-17;20;22;11;-23;"easy";"hom";"s";21;22;-21;1;25;1;184,92;NA;NA;NA;746;"conc";"neutr";"0";21,5
"286";132;0,0270513239620797;1;-0,208176691729323;18;50;45;-50;50;-50;50;47;-50;29;34;31;-50;"hard";"clim";"s";-50;-50;-50;1;50;0;231,797;6;-0,287044604264285;-0,226544622425629;1583;"conc";"disc";"1";-50
"287";132;0,0270513239620797;1;-0,208176691729323;18;50;45;-50;50;-50;50;47;-50;29;34;31;-50;"hard";"gmo";"ns";-50;-50;-49;2;44;0;124,501;6;-0,287044604264285;-0,226544622425629;1583;"disc";"conc";"1";-50
"288";132;0,0270513239620797;1;-0,208176691729323;18;50;45;-50;50;-50;50;47;-50;29;34;31;-50;"hard";"hom";"ns";-50;-50;49;3;47;0;71,501;6;-0,287044604264285;-0,226544622425629;1583;"disc";"neutr";"1";-50
"289";133;0,0560368312084565;0;-0,208176691729323;15;14;23;-18;-14;-13;21;20;-19;9;12;2;-12;"hard";"clim";"ns";17;15;10;3;-9;0;126,239;4,33333333333333;-0,287044604264285;-0,226544622425629;1289;"disc";"conc";"1";16
"290";133;0,0560368312084565;0;-0,208176691729323;15;14;23;-18;-14;-13;21;20;-19;9;12;2;-12;"hard";"gmo";"s";16;1;14;2;2;1;122,147;4,33333333333333;-0,287044604264285;-0,226544622425629;1289;"conc";"disc";"1";8,5
"291";133;0,0560368312084565;0;-0,208176691729323;15;14;23;-18;-14;-13;21;20;-19;9;12;2;-12;"hard";"hom";"ns";16;13;22;1;-12;0;102,901;4,33333333333333;-0,287044604264285;-0,226544622425629;1289;"disc";"neutr";"1";14,5
"292";134;0,070529584831645;0;0,0418233082706767;1;39;16;-2;-31;-38;48;34;36;22;42;20;26;"easy";"clim";"ns";9;1;10;3;31;0;45,663;5,33333333333333;0,15739984018016;0,106788710907704;511;"disc";"conc";"0";5
"293";134;0,070529584831645;0;0,0418233082706767;1;39;16;-2;-31;-38;48;34;36;22;42;20;26;"easy";"gmo";"ns";1;10;10;1;46;1;58,59;5,33333333333333;0,15739984018016;0,106788710907704;511;"disc";"conc";"0";5,5
"294";134;0,070529584831645;0;0,0418233082706767;1;39;16;-2;-31;-38;48;34;36;22;42;20;26;"easy";"hom";"s";2;1;1;2;1;1;53,862;5,33333333333333;0,15739984018016;0,106788710907704;511;"conc";"neutr";"0";1,5
"295";135;0,215457121063529;0;0,0418233082706767;45;41;45;-34;40;-28;44;24;-22;24;21;11;-19;"easy";"clim";"ns";-12;-10;-20;2;17;0;52,866;5,33333333333333;0,268510951291271;0,440122044241037;1453;"disc";"conc";"0";-11
"296";135;0,215457121063529;0;0,0418233082706767;45;41;45;-34;40;-28;44;24;-22;24;21;11;-19;"easy";"gmo";"s";-22;-17;-33;3;19;0;38,072;5,33333333333333;0,268510951291271;0,440122044241037;1453;"conc";"disc";"0";-19,5
"297";135;0,215457121063529;0;0,0418233082706767;45;41;45;-34;40;-28;44;24;-22;24;21;11;-19;"easy";"hom";"ns";-24;0;-29;1;17;0;74,934;5,33333333333333;0,268510951291271;0,440122044241037;1453;"disc";"neutr";"0";-12
"298";136;0,070529584831645;1;0,291823308270677;2;2;2;2;2;-27;-18;-12;-11;-11;2;2;2;"easy";"clim";"s";2;2;2;3;2;1;17,356;5;-0,0648223820420625;0,106788710907704;406;"conc";"disc";"0";2
"299";136;0,070529584831645;1;0,291823308270677;2;2;2;2;2;-27;-18;-12;-11;-11;2;2;2;"easy";"gmo";"s";2;2;2;1;2;0;29,4;5;-0,0648223820420625;0,106788710907704;406;"conc";"disc";"0";2
"300";136;0,070529584831645;1;0,291823308270677;2;2;2;2;2;-27;-18;-12;-11;-11;2;2;2;"easy";"hom";"s";-15;2;-12;2;2;1;19,242;5;-0,0648223820420625;0,106788710907704;406;"conc";"neutr";"0";-6,5
"301";137;0,345891903672225;0;0,0418233082706767;21;33;48;50;50;9;9;46;49;32;32;40;44;"easy";"clim";"ns";-50;-50;-50;2;50;0;59,697;NA;NA;NA;546;"disc";NA;"0";-50
"302";137;0,345891903672225;0;0,0418233082706767;21;33;48;50;50;9;9;46;49;32;32;40;44;"easy";"gmo";"s";-49;-50;1;1;45;1;90,877;NA;NA;NA;546;"conc";NA;"0";-49,5
"303";137;0,345891903672225;0;0,0418233082706767;21;33;48;50;50;9;9;46;49;32;32;40;44;"easy";"hom";"ns";-48;-50;-50;3;49;1;42,8;NA;NA;NA;546;"disc";"neutr";"0";-49
"304";138;0,273428135556283;1;-0,208176691729323;11;31;21;-41;21;1;-19;-40;-30;26;11;-9;1;"easy";"clim";"s";11;31;-20;1;11;1;750,241;NA;-0,0648223820420625;-0,226544622425629;3305;"conc";NA;"0";21
"305";138;0,273428135556283;1;-0,208176691729323;11;31;21;-41;21;1;-19;-40;-30;26;11;-9;1;"easy";"gmo";"ns";-10;11;-41;2;41;1;307,53;NA;-0,0648223820420625;-0,226544622425629;3305;"disc";NA;"0";0,5
"306";138;0,273428135556283;1;-0,208176691729323;11;31;21;-41;21;1;-19;-40;-30;26;11;-9;1;"easy";"hom";"ns";10;-9;-40;3;41;1;276,746;NA;-0,0648223820420625;-0,226544622425629;3305;"disc";"neutr";"0";0,5
"307";140;-0,393238531110384;1;0,0418233082706767;43;43;24;30;33;50;-45;44;29;22;27;27;-50;"easy";"clim";"ns";42;13;-18;2;17;1;155,771;2,33333333333333;0,0462887290690486;-0,226544622425629;1678;"disc";"disc";"0";27,5
"308";140;-0,393238531110384;1;0,0418233082706767;43;43;24;30;33;50;-45;44;29;22;27;27;-50;"easy";"gmo";"ns";30;35;43;3;50;1;89,948;2,33333333333333;0,0462887290690486;-0,226544622425629;1678;"disc";"disc";"0";32,5
"309";140;-0,393238531110384;1;0,0418233082706767;43;43;24;30;33;50;-45;44;29;22;27;27;-50;"easy";"hom";"ns";-37;38;-39;1;21;0;400,254;2,33333333333333;0,0462887290690486;-0,226544622425629;1678;"disc";"neutr";"0";0,5
"310";141;-0,33526751661763;1;0,0418233082706767;23;39;-31;-50;50;-8;-20;-50;-50;-9;-16;-14;-36;"hard";"clim";"s";-50;10;11;3;50;1;36,879;7;-0,0648223820420625;-0,226544622425629;605;"conc";"disc";"1";-20
"311";141;-0,33526751661763;1;0,0418233082706767;23;39;-31;-50;50;-8;-20;-50;-50;-9;-16;-14;-36;"hard";"gmo";"ns";-41;-31;-49;2;50;1;34,692;7;-0,0648223820420625;-0,226544622425629;605;"disc";"conc";"1";-36
"312";141;-0,33526751661763;1;0,0418233082706767;23;39;-31;-50;50;-8;-20;-50;-50;-9;-16;-14;-36;"hard";"hom";"ns";12;28;14;1;-10;1;42,479;7;-0,0648223820420625;-0,226544622425629;605;"disc";"neutr";"1";20
"313";142;-0,378745777487196;1;0,0418233082706767;4;2;2;2;-5;10;9;9;2;24;10;14;9;"easy";"clim";"s";6;3;4;2;-1;0;4,446;4;0,0462887290690486;-0,226544622425629;559;"conc";"neutr";"0";4,5
"314";142;-0,378745777487196;1;0,0418233082706767;4;2;2;2;-5;10;9;9;2;24;10;14;9;"easy";"gmo";"ns";4;5;5;1;5;1;8,983;4;0,0462887290690486;-0,226544622425629;559;"disc";"neutr";"0";4,5
"315";142;-0,378745777487196;1;0,0418233082706767;4;2;2;2;-5;10;9;9;2;24;10;14;9;"easy";"hom";"ns";14;-5;2;3;2;1;12,058;4;0,0462887290690486;-0,226544622425629;559;"disc";"neutr";"0";4,5
"316";143;-0,146861719516181;1;-0,208176691729323;32;29;32;34;34;23;33;29;28;17;29;30;20;"easy";"clim";"ns";22;18;21;3;23;0;4,682;3,66666666666667;-0,287044604264285;-0,226544622425629;631;"disc";"disc";"0";20
"317";143;-0,146861719516181;1;-0,208176691729323;32;29;32;34;34;23;33;29;28;17;29;30;20;"easy";"gmo";"s";22;28;24;1;15;0;57,501;3,66666666666667;-0,287044604264285;-0,226544622425629;631;"conc";"conc";"0";25
"318";143;-0,146861719516181;1;-0,208176691729323;32;29;32;34;34;23;33;29;28;17;29;30;20;"easy";"hom";"s";19;22;21;2;22;0;8,034;3,66666666666667;-0,287044604264285;-0,226544622425629;631;"conc";"neutr";"0";20,5
"319";145;0,0270513239620797;1;0,0418233082706767;40;50;40;-25;26;-27;50;23;-32;-48;50;26;-42;"hard";"clim";"ns";-27;-33;-31;3;34;0;30,425;5,66666666666667;0,268510951291271;0,440122044241037;1186;"disc";"conc";"1";-30
"320";145;0,0270513239620797;1;0,0418233082706767;40;50;40;-25;26;-27;50;23;-32;-48;50;26;-42;"hard";"gmo";"s";-23;-32;-45;2;50;0;462,033;5,66666666666667;0,268510951291271;0,440122044241037;1186;"conc";"disc";"1";-27,5
"321";145;0,0270513239620797;1;0,0418233082706767;40;50;40;-25;26;-27;50;23;-32;-48;50;26;-42;"hard";"hom";"s";-33;-23;-31;1;42;1;189,656;5,66666666666667;0,268510951291271;0,440122044241037;1186;"conc";"neutr";"1";-28
"322";146;-0,00193418328429712;2;-0,208176691729323;25;13;3;18;23;-32;27;23;-17;22;15;10;-13;"hard";"clim";"ns";-14;-14;-13;1;-11;0;148,901;3;-0,0648223820420625;-0,226544622425629;957;"disc";"disc";"1";-14
"323";146;-0,00193418328429712;2;-0,208176691729323;25;13;3;18;23;-32;27;23;-17;22;15;10;-13;"hard";"gmo";"ns";-30;-17;-17;3;13;1;27,601;3;-0,0648223820420625;-0,226544622425629;957;"disc";"disc";"1";-23,5
"324";146;-0,00193418328429712;2;-0,208176691729323;25;13;3;18;23;-32;27;23;-17;22;15;10;-13;"hard";"hom";"ns";11;16;10;2;-19;1;49,5;3;-0,0648223820420625;-0,226544622425629;957;"disc";"neutr";"1";13,5
"325";149;0,0125585703388913;0;-0,208176691729323;50;50;50;50;50;-49;-48;50;-46;50;49;46;50;"easy";"clim";"ns";-49;-49;-48;1;50;0;8,375;5,66666666666667;-0,175933493153174;-0,226544622425629;462;"disc";"conc";"0";-49
"326";149;0,0125585703388913;0;-0,208176691729323;50;50;50;50;50;-49;-48;50;-46;50;49;46;50;"easy";"gmo";"ns";-46;-49;-50;3;50;1;6,381;5,66666666666667;-0,175933493153174;-0,226544622425629;462;"disc";"conc";"0";-47,5
"327";149;0,0125585703388913;0;-0,208176691729323;50;50;50;50;50;-49;-48;50;-46;50;49;46;50;"easy";"hom";"ns";-47;-48;-48;2;50;1;6,252;5,66666666666667;-0,175933493153174;-0,226544622425629;462;"disc";"neutr";"0";-47,5
"328";152;-0,103383458646616;1;-0,208176691729323;17;-10;10;8;6;13;10;10;-12;-9;12;-10;16;"easy";"clim";"ns";-9;11;14;2;15;0;3,501;3;-0,0648223820420625;-0,226544622425629;533;"disc";"disc";"0";1
"329";152;-0,103383458646616;1;-0,208176691729323;17;-10;10;8;6;13;10;10;-12;-9;12;-10;16;"easy";"gmo";"s";10;11;-7;1;13;0;28,086;3;-0,0648223820420625;-0,226544622425629;533;"conc";"conc";"0";10,5
"330";152;-0,103383458646616;1;-0,208176691729323;17;-10;10;8;6;13;10;10;-12;-9;12;-10;16;"easy";"hom";"ns";-6;-12;15;3;11;1;4,691;3;-0,0648223820420625;-0,226544622425629;533;"disc";"neutr";"0";-9
"331";153;0,229949874686717;1;0,291823308270677;50;50;50;42;50;50;50;20;29;-34;0;23;31;"easy";"clim";"s";-22;-18;-26;2;-50;1;12,661;NA;-0,0648223820420625;-0,226544622425629;499;"conc";NA;"0";-20
"332";153;0,229949874686717;1;0,291823308270677;50;50;50;42;50;50;50;20;29;-34;0;23;31;"easy";"gmo";"s";-22;-14;-26;1;-12;1;34,144;NA;-0,0648223820420625;-0,226544622425629;499;"conc";NA;"0";-18
"333";153;0,229949874686717;1;0,291823308270677;50;50;50;42;50;50;50;20;29;-34;0;23;31;"easy";"hom";"ns";-23;-24;-18;3;-18;1;14,264;NA;-0,0648223820420625;-0,226544622425629;499;"disc";"neutr";"0";-23,5
"334";154;-0,204832734008935;1;0,0418233082706767;-50;50;-31;-34;8;-50;50;2;2;2;3;3;3;"hard";"clim";"s";2;2;2;3;2;1;2,475;6,33333333333333;-0,0648223820420625;-0,226544622425629;1099;"disc";"disc";"1";2
"335";154;-0,204832734008935;1;0,0418233082706767;-50;50;-31;-34;8;-50;50;2;2;2;3;3;3;"hard";"gmo";"s";-50;10;2;1;2;1;113,998;6,33333333333333;-0,0648223820420625;-0,226544622425629;1099;"disc";"disc";"1";-20
"336";154;-0,204832734008935;1;0,0418233082706767;-50;50;-31;-34;8;-50;50;2;2;2;3;3;3;"hard";"hom";"s";2;1;2;2;3;0;14,801;6,33333333333333;-0,0648223820420625;-0,226544622425629;1099;"disc";"neutr";"1";1,5
"337";155;-0,277296502124877;1;0,291823308270677;37;50;28;-22;34;15;44;21;10;-10;27;7;-16;"easy";"clim";"s";-10;20;21;2;19;0;33,1;3,66666666666667;0,15739984018016;0,440122044241037;1348;"conc";"conc";"0";5
"338";155;-0,277296502124877;1;0,291823308270677;37;50;28;-22;34;15;44;21;10;-10;27;7;-16;"easy";"gmo";"ns";-17;31;10;1;34;0;35,006;3,66666666666667;0,15739984018016;0,440122044241037;1348;"disc";"disc";"0";7
"339";155;-0,277296502124877;1;0,291823308270677;37;50;28;-22;34;15;44;21;10;-10;27;7;-16;"easy";"hom";"ns";11;13;-7;3;-8;1;25;3,66666666666667;0,15739984018016;0,440122044241037;1348;"disc";"neutr";"0";12
"340";157;0,229949874686717;0;0,0418233082706767;35;37;33;-43;41;-40;42;31;-42;50;34;33;1;"hard";"clim";"s";22;22;10;1;12;1;336,703;3,66666666666667;-0,0648223820420625;-0,226544622425629;2941;"conc";"conc";"1";22
"341";157;0,229949874686717;0;0,0418233082706767;35;37;33;-43;41;-40;42;31;-42;50;34;33;1;"hard";"gmo";"s";32;32;12;2;-12;0;284,461;3,66666666666667;-0,0648223820420625;-0,226544622425629;2941;"conc";"conc";"1";32
"342";157;0,229949874686717;0;0,0418233082706767;35;37;33;-43;41;-40;42;31;-42;50;34;33;1;"hard";"hom";"s";31;32;10;3;11;0;288,018;3,66666666666667;-0,0648223820420625;-0,226544622425629;2941;"conc";"neutr";"1";31,5
"343";158;-0,0454124441538623;1;0,0418233082706767;-40;-40;12;12;-9;-40;-41;41;21;12;13;10;11;"hard";"clim";"ns";-49;-50;-50;2;-48;0;32,016;4,33333333333333;0,379622062402382;0,106788710907704;1487;"conc";"conc";"1";-49,5
"344";158;-0,0454124441538623;1;0,0418233082706767;-40;-40;12;12;-9;-40;-41;41;21;12;13;10;11;"hard";"gmo";"s";12;10;-11;1;-50;0;105,545;4,33333333333333;0,379622062402382;0,106788710907704;1487;"disc";"disc";"1";11
"345";158;-0,0454124441538623;1;0,0418233082706767;-40;-40;12;12;-9;-40;-41;41;21;12;13;10;11;"hard";"hom";"s";-42;-44;-44;3;-41;0;162,939;4,33333333333333;0,379622062402382;0,106788710907704;1487;"disc";"neutr";"1";-43
"346";159;0,273428135556283;1;-0,208176691729323;-41;46;-40;-42;-47;-40;31;-11;-40;30;31;22;-31;"hard";"clim";"s";-50;-50;-50;2;49;1;49,022;6,66666666666667;-0,0648223820420625;-0,226544622425629;1179;"disc";"disc";"1";-50
"347";159;0,273428135556283;1;-0,208176691729323;-41;46;-40;-42;-47;-40;31;-11;-40;30;31;22;-31;"hard";"gmo";"ns";-42;-46;-48;1;50;0;77,732;6,66666666666667;-0,0648223820420625;-0,226544622425629;1179;"conc";"conc";"1";-44
"348";159;0,273428135556283;1;-0,208176691729323;-41;46;-40;-42;-47;-40;31;-11;-40;30;31;22;-31;"hard";"hom";"s";-49;-42;-39;3;50;0;57,353;6,66666666666667;-0,0648223820420625;-0,226544622425629;1179;"disc";"neutr";"1";-45,5
"349";162;0,070529584831645;0;-0,208176691729323;50;50;22;50;50;-10;21;1;50;31;50;21;21;"hard";"clim";"ns";50;50;50;2;50;0;55,652;3,33333333333333;-0,273155715375396;-0,226544622425629;2446;"disc";"disc";"1";50
"350";162;0,070529584831645;0;-0,208176691729323;50;50;22;50;50;-10;21;1;50;31;50;21;21;"hard";"gmo";"ns";50;50;50;3;50;0;96,378;3,33333333333333;-0,273155715375396;-0,226544622425629;2446;"disc";"disc";"1";50
"351";162;0,070529584831645;0;-0,208176691729323;50;50;22;50;50;-10;21;1;50;31;50;21;21;"hard";"hom";"ns";50;50;31;1;50;1;750,851;3,33333333333333;-0,273155715375396;-0,226544622425629;2446;"disc";"neutr";"1";50
"352";163;0,157486106570775;1;-0,208176691729323;-31;20;31;-21;-10;-10;-10;-21;21;19;10;21;-9;"hard";"clim";"s";31;20;20;1;1;1;87,863;6;0,15739984018016;-0,226544622425629;1112;"disc";"disc";"1";25,5
"353";163;0,157486106570775;1;-0,208176691729323;-31;20;31;-21;-10;-10;-10;-21;21;19;10;21;-9;"hard";"gmo";"s";21;21;10;2;10;0;63,456;6;0,15739984018016;-0,226544622425629;1112;"disc";"disc";"1";21
"354";163;0,157486106570775;1;-0,208176691729323;-31;20;31;-21;-10;-10;-10;-21;21;19;10;21;-9;"hard";"hom";"s";20;30;22;3;10;0;55,774;6;0,15739984018016;-0,226544622425629;1112;"disc";"neutr";"1";25
"355";164;-0,393238531110384;1;0,0418233082706767;50;50;23;-43;50;33;27;8;-49;27;21;27;-44;"hard";"clim";"s";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;604;"conc";NA;"1";NA
"356";164;-0,393238531110384;1;0,0418233082706767;50;50;23;-43;50;33;27;8;-49;27;21;27;-44;"hard";"gmo";"ns";NA;NA;NA;3;NA;NA;NA;NA;NA;NA;604;"disc";NA;"1";NA
"357";164;-0,393238531110384;1;0,0418233082706767;50;50;23;-43;50;33;27;8;-49;27;21;27;-44;"hard";"hom";"s";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;604;"conc";"neutr";"1";NA
"358";165;0,200964367440341;0;0,0418233082706767;41;33;31;-38;43;-40;17;19;-33;-20;31;23;-26;"hard";"clim";"ns";12;-16;9;2;9;1;48,503;3,33333333333333;0,0462887290690486;-0,226544622425629;894;"disc";"disc";"1";-2
"359";165;0,200964367440341;0;0,0418233082706767;41;33;31;-38;43;-40;17;19;-33;-20;31;23;-26;"hard";"gmo";"s";8;-4;10;3;10;1;25,274;3,33333333333333;0,0462887290690486;-0,226544622425629;894;"conc";"conc";"1";2
"360";165;0,200964367440341;0;0,0418233082706767;41;33;31;-38;43;-40;17;19;-33;-20;31;23;-26;"hard";"hom";"ns";-19;-20;-9;1;12;1;63,342;3,33333333333333;0,0462887290690486;-0,226544622425629;894;"disc";"neutr";"1";-19,5
"361";166;-0,132368965892993;1;-0,458176691729323;50;50;50;-50;50;-50;-50;-50;-50;1;1;1;1;"easy";"clim";"ns";1;1;1;3;1;0;14,657;4,33333333333333;-0,287044604264285;-0,226544622425629;532;"disc";"conc";"0";1
"362";166;-0,132368965892993;1;-0,458176691729323;50;50;50;-50;50;-50;-50;-50;-50;1;1;1;1;"easy";"gmo";"s";1;1;1;1;1;0;33,575;4,33333333333333;-0,287044604264285;-0,226544622425629;532;"conc";"disc";"0";1
"363";166;-0,132368965892993;1;-0,458176691729323;50;50;50;-50;50;-50;-50;-50;-50;1;1;1;1;"easy";"hom";"ns";1;1;1;2;1;1;10,659;4,33333333333333;-0,287044604264285;-0,226544622425629;532;"disc";"neutr";"0";1
"364";167;0,200964367440341;1;-0,208176691729323;-30;-30;-9;-30;-41;-31;-20;-40;32;-20;11;10;11;"easy";"clim";"ns";-30;-30;-31;3;31;1;120,558;3,33333333333333;0,0462887290690486;0,440122044241037;1509;"conc";"disc";"0";-30
"365";167;0,200964367440341;1;-0,208176691729323;-30;-30;-9;-30;-41;-31;-20;-40;32;-20;11;10;11;"easy";"gmo";"ns";-20;-31;-11;2;10;1;95,444;3,33333333333333;0,0462887290690486;0,440122044241037;1509;"conc";"disc";"0";-25,5
"366";167;0,200964367440341;1;-0,208176691729323;-30;-30;-9;-30;-41;-31;-20;-40;32;-20;11;10;11;"easy";"hom";"ns";-42;-30;-50;1;-9;0;95,601;3,33333333333333;0,0462887290690486;0,440122044241037;1509;"conc";"neutr";"0";-36
"367";168;0,200964367440341;1;-0,208176691729323;-12;50;14;-50;-50;-50;50;-31;-50;-30;50;-33;-50;"easy";"clim";"s";-21;-9;-40;1;50;1;64,989;7;-0,175933493153174;-0,226544622425629;597;"disc";"disc";"0";-15
"368";168;0,200964367440341;1;-0,208176691729323;-12;50;14;-50;-50;-50;50;-31;-50;-30;50;-33;-50;"easy";"gmo";"ns";-50;-40;-50;2;50;1;43,948;7;-0,175933493153174;-0,226544622425629;597;"conc";"conc";"0";-45
"369";168;0,200964367440341;1;-0,208176691729323;-12;50;14;-50;-50;-50;50;-31;-50;-30;50;-33;-50;"easy";"hom";"s";-28;-40;-39;3;50;1;29,63;7;-0,175933493153174;-0,226544622425629;597;"disc";"neutr";"0";-34
"370";169;-0,233818241255312;1;0,0418233082706767;20;20;8;33;16;-13;-16;10;20;24;19;38;28;"hard";"clim";"s";17;26;17;3;43;1;2,38;NA;NA;NA;111;"conc";NA;"1";21,5
"371";169;-0,233818241255312;1;0,0418233082706767;20;20;8;33;16;-13;-16;10;20;24;19;38;28;"hard";"gmo";"s";11;19;36;2;25;0;2,813;NA;NA;NA;111;"conc";NA;"1";15
"372";169;-0,233818241255312;1;0,0418233082706767;20;20;8;33;16;-13;-16;10;20;24;19;38;28;"hard";"hom";"ns";14;30;18;1;47;1;6,669;NA;NA;NA;111;"disc";"neutr";"1";22
"373";170;-0,117876212269804;1;0,0418233082706767;-28;37;-4;-49;-50;-17;31;2;-31;6;8;15;25;"easy";"clim";"s";-48;-50;-50;1;50;1;116,645;6;-0,0648223820420625;-0,226544622425629;1336;"disc";"disc";"0";-49
"374";170;-0,117876212269804;1;0,0418233082706767;-28;37;-4;-49;-50;-17;31;2;-31;6;8;15;25;"easy";"gmo";"s";-49;-50;-50;3;50;0;54,758;6;-0,0648223820420625;-0,226544622425629;1336;"disc";"disc";"0";-49,5
"375";170;-0,117876212269804;1;0,0418233082706767;-28;37;-4;-49;-50;-17;31;2;-31;6;8;15;25;"easy";"hom";"ns";-50;-50;-50;2;50;1;77,794;6;-0,0648223820420625;-0,226544622425629;1336;"conc";"neutr";"0";-50
"376";171;-0,33526751661763;1;0,0418233082706767;31;41;-21;10;-41;-20;41;-50;-31;-50;50;-50;-50;"hard";"clim";"ns";11;-50;10;3;-50;1;101,518;3,66666666666667;0,268510951291271;0,440122044241037;1425;"disc";"disc";"1";-19,5
"377";171;-0,33526751661763;1;0,0418233082706767;31;41;-21;10;-41;-20;41;-50;-31;-50;50;-50;-50;"hard";"gmo";"ns";-41;10;-50;1;41;1;127,921;3,66666666666667;0,268510951291271;0,440122044241037;1425;"disc";"disc";"1";-15,5
"378";171;-0,33526751661763;1;0,0418233082706767;31;41;-21;10;-41;-20;41;-50;-31;-50;50;-50;-50;"hard";"hom";"s";-50;11;-50;2;50;1;94,114;3,66666666666667;0,268510951291271;0,440122044241037;1425;"conc";"neutr";"1";-19,5
"379";172;0,0415440775852681;0;-0,208176691729323;36;39;45;-22;47;6;10;20;12;34;29;34;-18;"easy";"clim";"s";22;24;25;3;2;1;201,401;3;-0,287044604264285;-0,226544622425629;2150;"conc";"conc";"0";23
"380";172;0,0415440775852681;0;-0,208176691729323;36;39;45;-22;47;6;10;20;12;34;29;34;-18;"easy";"gmo";"ns";-8;-7;-15;1;3;0;248,061;3;-0,287044604264285;-0,226544622425629;2150;"disc";"disc";"0";-7,5
"381";172;0,0415440775852681;0;-0,208176691729323;36;39;45;-22;47;6;10;20;12;34;29;34;-18;"easy";"hom";"s";-23;-7;-14;2;2;0;447,947;3;-0,287044604264285;-0,226544622425629;2150;"conc";"neutr";"0";-15
"382";174;0,0125585703388913;0;-0,208176691729323;50;50;49;50;50;-48;50;50;-47;50;48;49;50;"easy";"clim";"s";-48;-50;-50;3;50;1;50,465;NA;-0,0648223820420625;-0,226544622425629;546;"conc";NA;"0";-49
"383";174;0,0125585703388913;0;-0,208176691729323;50;50;49;50;50;-48;50;50;-47;50;48;49;50;"easy";"gmo";"s";-49;-47;48;1;50;0;25,289;NA;-0,0648223820420625;-0,226544622425629;546;"conc";NA;"0";-48
